archive,path,sha256,bytes,source,role
tkde_visual_manuscript_package.zip,paper_tkde/sections/10_implications_validity_artifact.tex,975640c11c6c6d46f46b023377f887cd7ca02847c18199abcf1e2b6b270aa832,6979,paper_tkde/sections/10_implications_validity_artifact.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/sections/11_conclusion.tex,7697c658cd50aa78332f2dcad035906ec6ce16fc724cab3ac76954c51fb2deec,1515,paper_tkde/sections/11_conclusion.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/01_scope_navigation.tex,791d93422429319879af1bbd5aa2356b6726782d4a97616c9de8f62648446485,2734,paper_tkde/supplement/sections/01_scope_navigation.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/02_notation_definitions.tex,76b89fcf94142be3423132062a7cb1add3ddce1e6ec8486b8d266bd77ea5d6e5,3212,paper_tkde/supplement/sections/02_notation_definitions.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/03_support_validation.tex,f0a4b1c4a8b67186157f698d21afcf42505abf572822eae081604b66c014b8a1,3815,paper_tkde/supplement/sections/03_support_validation.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/04_dataset_cards.tex,ff5006fdd10f30c2fd632200abcbbe9d7760a712aa670d3e9d5d0003f8b435a6,2405,paper_tkde/supplement/sections/04_dataset_cards.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/05_temporal_visibility.tex,d928cb10a2f2a4af9504dbb2087b89d3c2f7cae764b92d11d5c2baee87bdc917,2103,paper_tkde/supplement/sections/05_temporal_visibility.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/06_graph_constructions.tex,47f53a73de9e1e27633c4aa44c2cf852f0f111ebb862a7410c2fa3ccc9bd884b,1817,paper_tkde/supplement/sections/06_graph_constructions.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/07_model_cards.tex,b49d84ad13bcffd4d0f5d084a3dff0dced4ff2dfd53e451fa5037498c99bd06b,2175,paper_tkde/supplement/sections/07_model_cards.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/08_optimization_selection.tex,2bbc0a03cee7a27b28888a0365784a1a6da3c4962284a9e5d596deea37cc1408,1898,paper_tkde/supplement/sections/08_optimization_selection.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/09_metrics_statistics_v2.tex,f1853ee5efe31a8499ae7915ee0e927bd62f1ef9d7490ca5b81f2ad162c05152,2321,paper_tkde/supplement/sections/09_metrics_statistics_v2.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/10_protocol_results.tex,d6b5067cef405796f64de4ce553895f8b618c3283be8febf5e9607eebd3b7810,2368,paper_tkde/supplement/sections/10_protocol_results.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/11_robustness_controls.tex,4223bb3338a79821d9611099ecfbfcc6c6557f02ea5ee53c31e11b5ba9dfb3ce,2325,paper_tkde/supplement/sections/11_robustness_controls.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/12_ibm_baselines.tex,bf302438927f7e4ad1bf004cae7412b199e0ad284d0a7299fd3d1ad8aabed025,1723,paper_tkde/supplement/sections/12_ibm_baselines.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/13_ibm_graph_scale.tex,2c51d7273e2b6e24590b41c876abe1e959fc173d9442d969dd81ac1b9dc1f42f,3389,paper_tkde/supplement/sections/13_ibm_graph_scale.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/14_rank_decision.tex,97c0225a91796b82bcf9c96388e6d3e5473da56d67975e76f20073fcb0b4c9a0,1745,paper_tkde/supplement/sections/14_rank_decision.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/15_review_calibration.tex,7da9e60d1923b0fe14e6d8a7b9046dd2c924d7659f04a19ae2ec8ca5b6357c51,1716,paper_tkde/supplement/sections/15_review_calibration.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/16_graphsafe_case_v2.tex,381fcf054e2ff7a89e4d9aeeb8d6009d024f1c1bb5db6c4e8a1498134e1436eb,2571,paper_tkde/supplement/sections/16_graphsafe_case_v2.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/17_resource_cases.tex,2644f2e07a015dbdaea6937573a082de8d2c72ec6dc5decea3fd85d8fbb23d6d,2949,paper_tkde/supplement/sections/17_resource_cases.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/18_claim_provenance.tex,e3b47a62b0f9366e0b8fbcb219eecd670b11bbacbf57a6dfa8a76630ff3554d1,2643,paper_tkde/supplement/sections/18_claim_provenance.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/19_reproduction_artifact.tex,d354e9f0fd68ace6125ac3e5d6f860c6f858b2a906bd5f13d8fa87a26ebfaad8,3376,paper_tkde/supplement/sections/19_reproduction_artifact.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/sections/20_limitations_ethics.tex,d665f28041afdb18f2aa07840f2691aa9d7cf0bf7af4d3a09f57dd2ada2bbcba,4063,paper_tkde/supplement/sections/20_limitations_ethics.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/supplement.pdf,c99ec28b0ee0edeb2a0ce18dc10fed1bbd76be66e333be0cf6350b386cce8fc5,460527,paper_tkde/supplement/supplement.pdf,rendered_supplement_pdf
tkde_visual_manuscript_package.zip,paper_tkde/supplement/supplement.tex,f96bcff440c3fb686f90a2db477106dd1ccc73430493e69ce9795ceec724e301,3292,paper_tkde/supplement/supplement.tex,active_manuscript_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_calibration.tex,6e470802817eabe4fd22bb8794bc78eac04c65cd3452fadb1c3349c4630bd71c,1445,paper_tkde/supplement/tables/table_v2_calibration.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_claims_decision.tex,37d5456fc06de98175835e8decb890b21fdf7773abb7a157d1e07371f7498234,1390,paper_tkde/supplement/tables/table_v2_claims_decision.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_claims_graphsafe.tex,f0d24c518a1004564c2d3efaffe8a9f11fd99a00b84a0a874ea8ea36aba23e51,1323,paper_tkde/supplement/tables/table_v2_claims_graphsafe.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_claims_ibm.tex,16f88ab084e4b792008db358a2317251d3d822d051f15c6be9fb171e5894f470,2663,paper_tkde/supplement/tables/table_v2_claims_ibm.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_claims_integrity.tex,8a4b9a77132d65c4617757145f0c3a6cdb24d539c669a99ff976067298ba4d94,1248,paper_tkde/supplement/tables/table_v2_claims_integrity.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_claims_protocol.tex,74fd30348c22a8b9177d78ce950d12dc50b47b196c57e9e782ca7f9da6bc660e,1854,paper_tkde/supplement/tables/table_v2_claims_protocol.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_construction_cards.tex,9ed2e0e1271f2bf9d096f2e5f0a6cea73ee7ac85dd3f5eced9a104a8e1bdd2aa,1691,paper_tkde/supplement/tables/table_v2_construction_cards.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_dataset_dgraphfin.tex,d0e7db3ed125481b05fbcec55d4b3151de5224dd0433d6bde0dbf3dac4e27621,1450,paper_tkde/supplement/tables/table_v2_dataset_dgraphfin.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_dataset_elliptic.tex,4c3ceaf8d89052a6c6ad50b4d8965688396c39e19765bbe5bc7ca7feab10222b,1411,paper_tkde/supplement/tables/table_v2_dataset_elliptic.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_dataset_ibm.tex,02a984f69dd845bf559b8ca56b9a2650d00926f4ef0ee1ac87e35103b600370c,1426,paper_tkde/supplement/tables/table_v2_dataset_ibm.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_false_promotions.tex,ec0e341ba1f3091ed94650154162a9badc565c3c37705bcc097d940fedc5d69f,2379,paper_tkde/supplement/tables/table_v2_false_promotions.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_graphsafe_paired.tex,467da170be8a316d784ff19e3c0d4b6a7a996a1ff8350e0da569206d92305a42,2016,paper_tkde/supplement/tables/table_v2_graphsafe_paired.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_graphsafe_summary.tex,8cef50c7af5ecb324e05d55ba158cc37fea14522ee92e0e82afcbe84f63ead39,1807,paper_tkde/supplement/tables/table_v2_graphsafe_summary.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_ibm_baselines.tex,4c24864bfc05e0b3e945008a146e5494184286400737a10353f7f08ddb6e97fb,1695,paper_tkde/supplement/tables/table_v2_ibm_baselines.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_ibm_effect_auprc.tex,e45cf4eb739565a057b7e7f05865d4a05b2c875264f7b7fd3bf1cabe404f9a28,2651,paper_tkde/supplement/tables/table_v2_ibm_effect_auprc.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_ibm_effect_auroc.tex,42004fec64d8149c6376a841c48f8edd0a3f2f8c0006780014a20450cf7ef5a7,2648,paper_tkde/supplement/tables/table_v2_ibm_effect_auroc.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_ibm_effect_f1.tex,1765be832daabccba82c1acace5e020d3bdfbbfe2fdc1a35645f6720e29f66c9,2634,paper_tkde/supplement/tables/table_v2_ibm_effect_f1.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_ibm_model_cards.tex,594e46bf725743e1ca0784f89b124b8a61a8659fa094c01553766f7d3e3dec0a,1436,paper_tkde/supplement/tables/table_v2_ibm_model_cards.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_ibm_runtime_medium.tex,93d11087729f2fb9d9021cab46b59f1471204f970df7168d1291e3fd0ffb9037,4291,paper_tkde/supplement/tables/table_v2_ibm_runtime_medium.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_ibm_runtime_small.tex,e820c7651356a0edc16b91dbe4c344c27f7ac2206334992ad61dd1a155852349,4356,paper_tkde/supplement/tables/table_v2_ibm_runtime_small.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_ibm_windows.tex,5896f4de1eb8dc0cb7a6e702f4e30615204931efaf14818e365fc0d966017e9e,1702,paper_tkde/supplement/tables/table_v2_ibm_windows.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_metric_cards.tex,c608667a5e9c9dfab9d25bab79d1d571962f5b48b0c020196029c4989bb0f308,1769,paper_tkde/supplement/tables/table_v2_metric_cards.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_navigation.tex,861de3db9e114f9fab009c7c7971a154e846807b6d5c238022fcd1f89cc6785f,2949,paper_tkde/supplement/tables/table_v2_navigation.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_node_model_cards.tex,9897dbc7987b975dd5d0483c0ab5c7ffa2d7737cfe83f0673d1e47844282a847,1109,paper_tkde/supplement/tables/table_v2_node_model_cards.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_notation.tex,6dee4eb352698ab9e5ac6bcc9c89545e2159c5e922ef4110cc978b3565539626,1846,paper_tkde/supplement/tables/table_v2_notation.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_protocol_cards.tex,f09e5880bfcd59b959d8cc788bae3e953245e62329984bc171527d036f7ccfc5,1800,paper_tkde/supplement/tables/table_v2_protocol_cards.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_protocol_effect_auprc.tex,849de8f197bb7a7b9a41f7e19a8b7d6d4730d152ffa41d16dcc3b6f50303d8d0,1419,paper_tkde/supplement/tables/table_v2_protocol_effect_auprc.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_protocol_effect_auroc.tex,e4acdc58008161e936caf8d95ae0fa385d733d226b005c31cdba2c881ba848fb,1422,paper_tkde/supplement/tables/table_v2_protocol_effect_auroc.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_protocol_effect_f1.tex,09d30cade8e5bdedd95ddadbd5d6252ad22a417ea520828d00eaa5c64ee70b95,1413,paper_tkde/supplement/tables/table_v2_protocol_effect_f1.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_provenance_map.tex,0caa40957d0b9470dbe1a91821818626759f0c6b73eb09a0b1bd3c1a5b1c35fa,2223,paper_tkde/supplement/tables/table_v2_provenance_map.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_rank_baseline_grid.tex,439da4cf8e75230ff21decc6f75eeca4fc5c3eff9760bafc5fb2a087c034bba2,1340,paper_tkde/supplement/tables/table_v2_rank_baseline_grid.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_rank_graph_grid.tex,19370783c3d76db972b607be4892f61a40b833732a2bc092649d58fdd442c822,1386,paper_tkde/supplement/tables/table_v2_rank_graph_grid.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_raw_artifact_index.tex,b5eab84c235bc6e19d8bb989e357e0a1e7e5ac7df1e778b12f15356299293040,2417,paper_tkde/supplement/tables/table_v2_raw_artifact_index.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_resource_cases.tex,370076d60fe35c62e788df93421ae332d7c0b16dcd3dd52bf2273fcb5c6a3541,2205,paper_tkde/supplement/tables/table_v2_resource_cases.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_review_budget_1pct.tex,88194b1d6a13c7f99a615d016faa2ca9012afaa8a31b2bbf094529af24f8d257,1443,paper_tkde/supplement/tables/table_v2_review_budget_1pct.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_statistical_families.tex,c1497e70954ae7c6ef9328e5e63f49b0015488c0d8d31cc89fa168b44bb98b05,1650,paper_tkde/supplement/tables/table_v2_statistical_families.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_support_properties.tex,a045789dfe2057783fbe580c9b6b03550e64ffec58fd8b27f1aa34bd22c419f9,1294,paper_tkde/supplement/tables/table_v2_support_properties.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_training_cards.tex,8d12162af2906e72becee52cd84be5818416fb1783226e94ae7c674146f8c53d,2050,paper_tkde/supplement/tables/table_v2_training_cards.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_v22_lanes.tex,86fd7914738a46ad6b8758a63845ac2faf9bd4f95309edb1b1c40c7f3b07dfe7,1420,paper_tkde/supplement/tables/table_v2_v22_lanes.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_v22_statistical_summary.tex,162e813c26a4119d339588fd6c04c9c73dcfa92f60ab7265b6435e9bde0d87af,1585,paper_tkde/supplement/tables/table_v2_v22_statistical_summary.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_v24_construct_audit.tex,22290c44f95ab33434f9c4e022554670eb6106ca4f5aa069d17221d7817c5c81,988,paper_tkde/supplement/tables/table_v2_v24_construct_audit.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_validation_cases.tex,0b0a0bc851b78c7300c188bd877de02177b1cf06bf5545a863cdab95fb61f587,3900,paper_tkde/supplement/tables/table_v2_validation_cases.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/supplement/tables/table_v2_visibility_matrix.tex,7fc851f0a7e93430b9c088ea7c91a067e69018257c943f4845f50f1e497209a0,2156,paper_tkde/supplement/tables/table_v2_visibility_matrix.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/tables/table01_related_work.tex,9f9296ef672863ba03c97429afedd06eb0233fc9ee4ecb3c77ae3853f17b77dc,1051,paper_tkde/tables/table01_related_work.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/tables/table02_dataset_tasks.tex,9bcb014db94bd0b6c614fe7a4f8cec641e68fc1213b6234e0e9b697c4773b71e,1609,paper_tkde/tables/table02_dataset_tasks.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/tables/table03_protocol_visibility.tex,ff717f202d071a6fa87410f37c3676c2ae795a109bb15b5b005b152eb3e72e1a,1340,paper_tkde/tables/table03_protocol_visibility.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/tables/table04_rb09_protocol_effects.tex,e1e7724d2eea5343c1209f438bf78eeecf4ed16651a9c1a84cfeb28805d32b26,1082,paper_tkde/tables/table04_rb09_protocol_effects.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/tables/table05_ibm_baselines.tex,e2260f713fc2a79cff3a4b63f01503dfbbaaa12d7f95042a9ce4ed4e5982534d,968,paper_tkde/tables/table05_ibm_baselines.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/tables/table06_ibm_construction.tex,07f1f68f1ed8f11e0092ca8656ba1b8cbda74819e784b4a634b42c5b4e957205,1333,paper_tkde/tables/table06_ibm_construction.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/tables/table07_resource_boundaries.tex,6a7880385a26f32db368d605296b81e15de3c39662c8bed421488aa8691eaac8,1274,paper_tkde/tables/table07_resource_boundaries.tex,active_table_source
tkde_visual_manuscript_package.zip,paper_tkde/tables/table08_graphsafe_case.tex,38c98142afd8f90ba81681dce7fcbcc10ed257d8971e14ba19af9afc94b49182,685,paper_tkde/tables/table08_graphsafe_case.tex,active_table_source
tkde_visual_manuscript_package.zip,results/tkde_visual_rebuild/BASELINE_PAGE_AUDIT.md,db00489bed389c6c3aeac0438d52cd2897ffcf5fc9191210bad70185258b40ea,10787,results/tkde_visual_rebuild/BASELINE_PAGE_AUDIT.md,visual_audit_or_design_report
tkde_visual_manuscript_package.zip,results/tkde_visual_rebuild/COMMAND_LOG.md,5431cdc74dd9ae12e407e987162b36dd5f3953c70112bd93ac375b96618ba4c0,8219,results/tkde_visual_rebuild/COMMAND_LOG.md,visual_audit_or_design_report
tkde_visual_manuscript_package.zip,results/tkde_visual_rebuild/CONTENT_ALLOCATION_MAP.csv,9452450455eb0631ac8ef48c827dea8afeaa3f7f6c20cb66c1dd5d6ea1f52ffd,17513,results/tkde_visual_rebuild/CONTENT_ALLOCATION_MAP.csv,visual_audit_or_design_report
tkde_visual_manuscript_package.zip,results/tkde_visual_rebuild/CURATED_SUPPLEMENT_TABLE_MANIFEST.csv,dc4234121017a82a0e147235cd9925dc608aed4d83b964662bc4a7476b8c287f,6791,results/tkde_visual_rebuild/CURATED_SUPPLEMENT_TABLE_MANIFEST.csv,visual_audit_or_design_report
tkde_visual_manuscript_package.zip,results/tkde_visual_rebuild/FIGURE_DATA_PROVENANCE.csv,ac8ad31f025ff5df279a228b9341cd9f973aa0f4834504c5858c736d6444d786,7865,results/tkde_visual_rebuild/FIGURE_DATA_PROVENANCE.csv,visual_audit_or_design_report
tkde_visual_manuscript_package.zip,results/tkde_visual_rebuild/FINAL_PAGE_AND_FLOAT_AUDIT.md,9709e55648e71e5a05e902d25bf9c2d9bd756704f85716d79cf92405add7952f,8831,results/tkde_visual_rebuild/FINAL_PAGE_AND_FLOAT_AUDIT.md,visual_audit_or_design_report
