path,sha256_initial,sha256_current,identical
paper_tkde/supplement/tables/table_v2_claims_graphsafe.tex,f0d24c518a1004564c2d3efaffe8a9f11fd99a00b84a0a874ea8ea36aba23e51,f0d24c518a1004564c2d3efaffe8a9f11fd99a00b84a0a874ea8ea36aba23e51,true
paper_tkde/supplement/tables/table_v2_claims_ibm.tex,16f88ab084e4b792008db358a2317251d3d822d051f15c6be9fb171e5894f470,16f88ab084e4b792008db358a2317251d3d822d051f15c6be9fb171e5894f470,true
paper_tkde/supplement/tables/table_v2_claims_integrity.tex,8a4b9a77132d65c4617757145f0c3a6cdb24d539c669a99ff976067298ba4d94,8a4b9a77132d65c4617757145f0c3a6cdb24d539c669a99ff976067298ba4d94,true
paper_tkde/supplement/tables/table_v2_claims_protocol.tex,74fd30348c22a8b9177d78ce950d12dc50b47b196c57e9e782ca7f9da6bc660e,74fd30348c22a8b9177d78ce950d12dc50b47b196c57e9e782ca7f9da6bc660e,true
paper_tkde/supplement/tables/table_v2_construction_cards.tex,9ed2e0e1271f2bf9d096f2e5f0a6cea73ee7ac85dd3f5eced9a104a8e1bdd2aa,9ed2e0e1271f2bf9d096f2e5f0a6cea73ee7ac85dd3f5eced9a104a8e1bdd2aa,true
paper_tkde/supplement/tables/table_v2_dataset_dgraphfin.tex,d0e7db3ed125481b05fbcec55d4b3151de5224dd0433d6bde0dbf3dac4e27621,d0e7db3ed125481b05fbcec55d4b3151de5224dd0433d6bde0dbf3dac4e27621,true
paper_tkde/supplement/tables/table_v2_dataset_elliptic.tex,4c3ceaf8d89052a6c6ad50b4d8965688396c39e19765bbe5bc7ca7feab10222b,4c3ceaf8d89052a6c6ad50b4d8965688396c39e19765bbe5bc7ca7feab10222b,true
paper_tkde/supplement/tables/table_v2_dataset_ibm.tex,02a984f69dd845bf559b8ca56b9a2650d00926f4ef0ee1ac87e35103b600370c,02a984f69dd845bf559b8ca56b9a2650d00926f4ef0ee1ac87e35103b600370c,true
paper_tkde/supplement/tables/table_v2_false_promotions.tex,ec0e341ba1f3091ed94650154162a9badc565c3c37705bcc097d940fedc5d69f,ec0e341ba1f3091ed94650154162a9badc565c3c37705bcc097d940fedc5d69f,true
paper_tkde/supplement/tables/table_v2_graphsafe_paired.tex,467da170be8a316d784ff19e3c0d4b6a7a996a1ff8350e0da569206d92305a42,467da170be8a316d784ff19e3c0d4b6a7a996a1ff8350e0da569206d92305a42,true
paper_tkde/supplement/tables/table_v2_graphsafe_summary.tex,8cef50c7af5ecb324e05d55ba158cc37fea14522ee92e0e82afcbe84f63ead39,8cef50c7af5ecb324e05d55ba158cc37fea14522ee92e0e82afcbe84f63ead39,true
paper_tkde/supplement/tables/table_v2_ibm_baselines.tex,4c24864bfc05e0b3e945008a146e5494184286400737a10353f7f08ddb6e97fb,4c24864bfc05e0b3e945008a146e5494184286400737a10353f7f08ddb6e97fb,true
paper_tkde/supplement/tables/table_v2_ibm_effect_auprc.tex,e45cf4eb739565a057b7e7f05865d4a05b2c875264f7b7fd3bf1cabe404f9a28,e45cf4eb739565a057b7e7f05865d4a05b2c875264f7b7fd3bf1cabe404f9a28,true
paper_tkde/supplement/tables/table_v2_ibm_effect_auroc.tex,42004fec64d8149c6376a841c48f8edd0a3f2f8c0006780014a20450cf7ef5a7,42004fec64d8149c6376a841c48f8edd0a3f2f8c0006780014a20450cf7ef5a7,true
paper_tkde/supplement/tables/table_v2_ibm_effect_f1.tex,1765be832daabccba82c1acace5e020d3bdfbbfe2fdc1a35645f6720e29f66c9,1765be832daabccba82c1acace5e020d3bdfbbfe2fdc1a35645f6720e29f66c9,true
paper_tkde/supplement/tables/table_v2_ibm_model_cards.tex,594e46bf725743e1ca0784f89b124b8a61a8659fa094c01553766f7d3e3dec0a,594e46bf725743e1ca0784f89b124b8a61a8659fa094c01553766f7d3e3dec0a,true
paper_tkde/supplement/tables/table_v2_ibm_runtime_medium.tex,93d11087729f2fb9d9021cab46b59f1471204f970df7168d1291e3fd0ffb9037,93d11087729f2fb9d9021cab46b59f1471204f970df7168d1291e3fd0ffb9037,true
paper_tkde/supplement/tables/table_v2_ibm_runtime_small.tex,e820c7651356a0edc16b91dbe4c344c27f7ac2206334992ad61dd1a155852349,e820c7651356a0edc16b91dbe4c344c27f7ac2206334992ad61dd1a155852349,true
paper_tkde/supplement/tables/table_v2_ibm_windows.tex,5896f4de1eb8dc0cb7a6e702f4e30615204931efaf14818e365fc0d966017e9e,5896f4de1eb8dc0cb7a6e702f4e30615204931efaf14818e365fc0d966017e9e,true
paper_tkde/supplement/tables/table_v2_metric_cards.tex,c608667a5e9c9dfab9d25bab79d1d571962f5b48b0c020196029c4989bb0f308,c608667a5e9c9dfab9d25bab79d1d571962f5b48b0c020196029c4989bb0f308,true
paper_tkde/supplement/tables/table_v2_navigation.tex,861de3db9e114f9fab009c7c7971a154e846807b6d5c238022fcd1f89cc6785f,861de3db9e114f9fab009c7c7971a154e846807b6d5c238022fcd1f89cc6785f,true
paper_tkde/supplement/tables/table_v2_node_model_cards.tex,9897dbc7987b975dd5d0483c0ab5c7ffa2d7737cfe83f0673d1e47844282a847,9897dbc7987b975dd5d0483c0ab5c7ffa2d7737cfe83f0673d1e47844282a847,true
paper_tkde/supplement/tables/table_v2_notation.tex,6dee4eb352698ab9e5ac6bcc9c89545e2159c5e922ef4110cc978b3565539626,6dee4eb352698ab9e5ac6bcc9c89545e2159c5e922ef4110cc978b3565539626,true
paper_tkde/supplement/tables/table_v2_protocol_cards.tex,f09e5880bfcd59b959d8cc788bae3e953245e62329984bc171527d036f7ccfc5,f09e5880bfcd59b959d8cc788bae3e953245e62329984bc171527d036f7ccfc5,true
paper_tkde/supplement/tables/table_v2_protocol_effect_auprc.tex,849de8f197bb7a7b9a41f7e19a8b7d6d4730d152ffa41d16dcc3b6f50303d8d0,849de8f197bb7a7b9a41f7e19a8b7d6d4730d152ffa41d16dcc3b6f50303d8d0,true
paper_tkde/supplement/tables/table_v2_protocol_effect_auroc.tex,e4acdc58008161e936caf8d95ae0fa385d733d226b005c31cdba2c881ba848fb,e4acdc58008161e936caf8d95ae0fa385d733d226b005c31cdba2c881ba848fb,true
paper_tkde/supplement/tables/table_v2_protocol_effect_f1.tex,09d30cade8e5bdedd95ddadbd5d6252ad22a417ea520828d00eaa5c64ee70b95,09d30cade8e5bdedd95ddadbd5d6252ad22a417ea520828d00eaa5c64ee70b95,true
paper_tkde/supplement/tables/table_v2_provenance_map.tex,0caa40957d0b9470dbe1a91821818626759f0c6b73eb09a0b1bd3c1a5b1c35fa,0caa40957d0b9470dbe1a91821818626759f0c6b73eb09a0b1bd3c1a5b1c35fa,true
paper_tkde/supplement/tables/table_v2_rank_baseline_grid.tex,439da4cf8e75230ff21decc6f75eeca4fc5c3eff9760bafc5fb2a087c034bba2,439da4cf8e75230ff21decc6f75eeca4fc5c3eff9760bafc5fb2a087c034bba2,true
paper_tkde/supplement/tables/table_v2_rank_graph_grid.tex,19370783c3d76db972b607be4892f61a40b833732a2bc092649d58fdd442c822,19370783c3d76db972b607be4892f61a40b833732a2bc092649d58fdd442c822,true
paper_tkde/supplement/tables/table_v2_raw_artifact_index.tex,b5eab84c235bc6e19d8bb989e357e0a1e7e5ac7df1e778b12f15356299293040,b5eab84c235bc6e19d8bb989e357e0a1e7e5ac7df1e778b12f15356299293040,true
paper_tkde/supplement/tables/table_v2_resource_cases.tex,370076d60fe35c62e788df93421ae332d7c0b16dcd3dd52bf2273fcb5c6a3541,370076d60fe35c62e788df93421ae332d7c0b16dcd3dd52bf2273fcb5c6a3541,true
paper_tkde/supplement/tables/table_v2_review_budget_1pct.tex,88194b1d6a13c7f99a615d016faa2ca9012afaa8a31b2bbf094529af24f8d257,88194b1d6a13c7f99a615d016faa2ca9012afaa8a31b2bbf094529af24f8d257,true
paper_tkde/supplement/tables/table_v2_statistical_families.tex,c1497e70954ae7c6ef9328e5e63f49b0015488c0d8d31cc89fa168b44bb98b05,c1497e70954ae7c6ef9328e5e63f49b0015488c0d8d31cc89fa168b44bb98b05,true
paper_tkde/supplement/tables/table_v2_support_properties.tex,a045789dfe2057783fbe580c9b6b03550e64ffec58fd8b27f1aa34bd22c419f9,a045789dfe2057783fbe580c9b6b03550e64ffec58fd8b27f1aa34bd22c419f9,true
paper_tkde/supplement/tables/table_v2_training_cards.tex,8d12162af2906e72becee52cd84be5818416fb1783226e94ae7c674146f8c53d,8d12162af2906e72becee52cd84be5818416fb1783226e94ae7c674146f8c53d,true
paper_tkde/supplement/tables/table_v2_v22_lanes.tex,86fd7914738a46ad6b8758a63845ac2faf9bd4f95309edb1b1c40c7f3b07dfe7,86fd7914738a46ad6b8758a63845ac2faf9bd4f95309edb1b1c40c7f3b07dfe7,true
paper_tkde/supplement/tables/table_v2_v22_statistical_summary.tex,162e813c26a4119d339588fd6c04c9c73dcfa92f60ab7265b6435e9bde0d87af,162e813c26a4119d339588fd6c04c9c73dcfa92f60ab7265b6435e9bde0d87af,true
paper_tkde/supplement/tables/table_v2_v24_construct_audit.tex,22290c44f95ab33434f9c4e022554670eb6106ca4f5aa069d17221d7817c5c81,22290c44f95ab33434f9c4e022554670eb6106ca4f5aa069d17221d7817c5c81,true
paper_tkde/supplement/tables/table_v2_validation_cases.tex,0b0a0bc851b78c7300c188bd877de02177b1cf06bf5545a863cdab95fb61f587,0b0a0bc851b78c7300c188bd877de02177b1cf06bf5545a863cdab95fb61f587,true
paper_tkde/supplement/tables/table_v2_visibility_matrix.tex,7fc851f0a7e93430b9c088ea7c91a067e69018257c943f4845f50f1e497209a0,7fc851f0a7e93430b9c088ea7c91a067e69018257c943f4845f50f1e497209a0,true
paper_tkde/tables/table01_related_work.tex,9f9296ef672863ba03c97429afedd06eb0233fc9ee4ecb3c77ae3853f17b77dc,9f9296ef672863ba03c97429afedd06eb0233fc9ee4ecb3c77ae3853f17b77dc,true
paper_tkde/tables/table02_dataset_tasks.tex,9bcb014db94bd0b6c614fe7a4f8cec641e68fc1213b6234e0e9b697c4773b71e,9bcb014db94bd0b6c614fe7a4f8cec641e68fc1213b6234e0e9b697c4773b71e,true
paper_tkde/tables/table03_protocol_visibility.tex,ff717f202d071a6fa87410f37c3676c2ae795a109bb15b5b005b152eb3e72e1a,ff717f202d071a6fa87410f37c3676c2ae795a109bb15b5b005b152eb3e72e1a,true
paper_tkde/tables/table04_rb09_protocol_effects.tex,e1e7724d2eea5343c1209f438bf78eeecf4ed16651a9c1a84cfeb28805d32b26,e1e7724d2eea5343c1209f438bf78eeecf4ed16651a9c1a84cfeb28805d32b26,true
paper_tkde/tables/table05_ibm_baselines.tex,e2260f713fc2a79cff3a4b63f01503dfbbaaa12d7f95042a9ce4ed4e5982534d,e2260f713fc2a79cff3a4b63f01503dfbbaaa12d7f95042a9ce4ed4e5982534d,true
paper_tkde/tables/table06_ibm_construction.tex,07f1f68f1ed8f11e0092ca8656ba1b8cbda74819e784b4a634b42c5b4e957205,07f1f68f1ed8f11e0092ca8656ba1b8cbda74819e784b4a634b42c5b4e957205,true
paper_tkde/tables/table07_resource_boundaries.tex,6a7880385a26f32db368d605296b81e15de3c39662c8bed421488aa8691eaac8,6a7880385a26f32db368d605296b81e15de3c39662c8bed421488aa8691eaac8,true
paper_tkde/tables/table08_graphsafe_case.tex,38c98142afd8f90ba81681dce7fcbcc10ed257d8971e14ba19af9afc94b49182,38c98142afd8f90ba81681dce7fcbcc10ed257d8971e14ba19af9afc94b49182,true
results/runs_rb09v3/ARTIFACT_FAMILY.json,174cd35fac5d6d10dd37657b3814d9cae576ee1f2c1dab2bea70fcfe25390603,174cd35fac5d6d10dd37657b3814d9cae576ee1f2c1dab2bea70fcfe25390603,true
results/runs_rb09v3/runs.csv,d9f77bfd14ccaf157780858e35ecfee96af1e2fbf60f3559ad888d14c0ace2e9,d9f77bfd14ccaf157780858e35ecfee96af1e2fbf60f3559ad888d14c0ace2e9,true
results/runs_rb17_review_budget_worst_block/rb17_results.csv,f6486d8198bcdae1373b0fe286f94abca70a1ca4e32fb7cb81baf01f65d91404,f6486d8198bcdae1373b0fe286f94abca70a1ca4e32fb7cb81baf01f65d91404,true
results/tkde_rebuild/CITATION_COVERAGE_AUDIT.md,026585fbf68f37740e74198d0f2d8fa380edb83a5570f0e21860ad34da86cacb,026585fbf68f37740e74198d0f2d8fa380edb83a5570f0e21860ad34da86cacb,true
results/tkde_rebuild/CITATION_VERIFICATION.md,7341a51e04877fd023c6e79e08b89359e7715c9f0b9bb427234c80791c20a0d8,7341a51e04877fd023c6e79e08b89359e7715c9f0b9bb427234c80791c20a0d8,true
results/tkde_rebuild/CLAIM_EVIDENCE_LEDGER.csv,677c367f71969714448e0fb3768a90cf78f884773779e713195bc26792b0bd53,677c367f71969714448e0fb3768a90cf78f884773779e713195bc26792b0bd53,true
results/tkde_rebuild/CLAIM_EVIDENCE_LEDGER.md,641a30abc24fb747a24f9fd20bf8e074b82fa8001ef1d662d177b4a1dca63636,641a30abc24fb747a24f9fd20bf8e074b82fa8001ef1d662d177b4a1dca63636,true
results/tkde_rebuild/COMMAND_LOG.md,ed5d3da8312a183f6ca912697d05e62c5ca789328f3d03ad9d0351089cbbd821,ed5d3da8312a183f6ca912697d05e62c5ca789328f3d03ad9d0351089cbbd821,true
