run_id,dataset,contract,held_out_composition,expert_set,baseline,seed,budget,resource_mask,routing_mode,objective_ablation,encoder_ablation,diagnostic_ablation,synthetic_mechanism,graph_ood_adapter,expected_device,expected_runtime,expected_memory,expected_output,dependency,priority,claim_supported
run-d52b57c3a1bb015bcc159555,elliptic,scenario-cc539dcaf41c71bdfc9dc73b,strict_inductive,feature_mlp;gcn;graphsage,uniform_average,2,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-ebf16c8fef9b1ec84a6d27c3,elliptic,scenario-cc539dcaf41c71bdfc9dc73b,strict_inductive,feature_mlp;gcn;graphsage,best_fixed_expert,2,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-31a1035fccf406fa5da6d9f4,elliptic,scenario-cc539dcaf41c71bdfc9dc73b,strict_inductive,feature_mlp;gcn;graphsage,source_logistic_gate,2,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H2
run-c52ab2d6526f8008c5ca809f,elliptic,scenario-cc539dcaf41c71bdfc9dc73b,strict_inductive,feature_mlp;gcn;graphsage,source_mlp_gate,2,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H2
run-118e5c15f7e1fde842d43672,elliptic,scenario-cc539dcaf41c71bdfc9dc73b,strict_inductive,feature_mlp;gcn;graphsage,contract_router,2,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-4430907639e4ca8de41e7980,elliptic,scenario-cc539dcaf41c71bdfc9dc73b,strict_inductive,feature_mlp;gcn;graphsage,instance_router,2,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-ae3797265b88e0095b576b6f,elliptic,scenario-cc539dcaf41c71bdfc9dc73b,strict_inductive,feature_mlp;gcn;graphsage,resource_aware_heuristic,2,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,STRONG_RECOMMENDED,L4-H5
run-71ea518eecfb116d743347fd,elliptic,scenario-cc539dcaf41c71bdfc9dc73b,strict_inductive,feature_mlp;gcn;graphsage,cheapest_feasible_expert,2,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,DIAGNOSTIC,L4-H5
run-9a2ef1c98348f67cc202e164,elliptic,scenario-350758023f31831bb84d7d1e,strict_inductive,feature_mlp;gcn;graphsage,coregraph,3,declared_by_scenario,all_experts_available,hierarchical,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1;L4-H2;L4-H3;L4-H4;L4-H6
run-af8132b51f2f1ddf69028c55,elliptic,scenario-350758023f31831bb84d7d1e,strict_inductive,feature_mlp;gcn;graphsage,uniform_average,3,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-a63af0bd0a5f6e1817d9a150,elliptic,scenario-350758023f31831bb84d7d1e,strict_inductive,feature_mlp;gcn;graphsage,best_fixed_expert,3,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-05febe4c18cf3732a9ef6771,elliptic,scenario-350758023f31831bb84d7d1e,strict_inductive,feature_mlp;gcn;graphsage,source_logistic_gate,3,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H2
run-2bcd644b561ce9e1e73d1eed,elliptic,scenario-350758023f31831bb84d7d1e,strict_inductive,feature_mlp;gcn;graphsage,source_mlp_gate,3,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H2
run-0449687c8527f51b23b6edd6,elliptic,scenario-350758023f31831bb84d7d1e,strict_inductive,feature_mlp;gcn;graphsage,contract_router,3,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-4b2ccc7de1db34d425e51d75,elliptic,scenario-350758023f31831bb84d7d1e,strict_inductive,feature_mlp;gcn;graphsage,instance_router,3,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-f5a8ffe0dad6198202d82030,elliptic,scenario-350758023f31831bb84d7d1e,strict_inductive,feature_mlp;gcn;graphsage,resource_aware_heuristic,3,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,STRONG_RECOMMENDED,L4-H5
run-dccb652bf84e3ab93ef76d2d,elliptic,scenario-350758023f31831bb84d7d1e,strict_inductive,feature_mlp;gcn;graphsage,cheapest_feasible_expert,3,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,DIAGNOSTIC,L4-H5
run-52623e0a0a566274fec41cb6,elliptic,scenario-c949682b1a540d55687d540f,strict_inductive,feature_mlp;gcn;graphsage,coregraph,4,declared_by_scenario,all_experts_available,hierarchical,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1;L4-H2;L4-H3;L4-H4;L4-H6
run-d1e76180c2d14079b5f50732,elliptic,scenario-c949682b1a540d55687d540f,strict_inductive,feature_mlp;gcn;graphsage,uniform_average,4,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-352fa5c9bf39898d3e435d3b,elliptic,scenario-c949682b1a540d55687d540f,strict_inductive,feature_mlp;gcn;graphsage,best_fixed_expert,4,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-be889af7417b5478b681654b,elliptic,scenario-c949682b1a540d55687d540f,strict_inductive,feature_mlp;gcn;graphsage,source_logistic_gate,4,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H2
run-f82130c4d00146a70201ec29,elliptic,scenario-c949682b1a540d55687d540f,strict_inductive,feature_mlp;gcn;graphsage,source_mlp_gate,4,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H2
run-02b484324f6246d55437f900,elliptic,scenario-c949682b1a540d55687d540f,strict_inductive,feature_mlp;gcn;graphsage,contract_router,4,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-208bcf9c7d5baec87e9aca97,elliptic,scenario-c949682b1a540d55687d540f,strict_inductive,feature_mlp;gcn;graphsage,instance_router,4,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-837b0f19d0604efbc6796cef,elliptic,scenario-c949682b1a540d55687d540f,strict_inductive,feature_mlp;gcn;graphsage,resource_aware_heuristic,4,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,STRONG_RECOMMENDED,L4-H5
run-4cb39c27028b9ddabbf61297,elliptic,scenario-c949682b1a540d55687d540f,strict_inductive,feature_mlp;gcn;graphsage,cheapest_feasible_expert,4,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,DIAGNOSTIC,L4-H5
run-5c4eb2d59e203505fcbc672f,elliptic,scenario-9d6ecf1320d8b0797fa63772,strict_inductive,feature_mlp;gcn;graphsage,coregraph,5,declared_by_scenario,all_experts_available,hierarchical,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1;L4-H2;L4-H3;L4-H4;L4-H6
run-3fa459e37f4231dc664083fa,elliptic,scenario-9d6ecf1320d8b0797fa63772,strict_inductive,feature_mlp;gcn;graphsage,uniform_average,5,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-eb9b0af931bf3a9577945a8d,elliptic,scenario-9d6ecf1320d8b0797fa63772,strict_inductive,feature_mlp;gcn;graphsage,best_fixed_expert,5,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-b02523e1f22c50c5086ab5ac,elliptic,scenario-9d6ecf1320d8b0797fa63772,strict_inductive,feature_mlp;gcn;graphsage,source_logistic_gate,5,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H2
run-57d5e7079e2f2b84ae7e104d,elliptic,scenario-9d6ecf1320d8b0797fa63772,strict_inductive,feature_mlp;gcn;graphsage,source_mlp_gate,5,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H2
run-7482c7a33773c82057eef5ec,elliptic,scenario-9d6ecf1320d8b0797fa63772,strict_inductive,feature_mlp;gcn;graphsage,contract_router,5,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-47b7e2d53bbb42fc4c7a4b87,elliptic,scenario-9d6ecf1320d8b0797fa63772,strict_inductive,feature_mlp;gcn;graphsage,instance_router,5,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-2634e0eeb85e3b0b6e97c33f,elliptic,scenario-9d6ecf1320d8b0797fa63772,strict_inductive,feature_mlp;gcn;graphsage,resource_aware_heuristic,5,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,STRONG_RECOMMENDED,L4-H5
run-ecfcfb40b503bc0da4a9ec00,elliptic,scenario-9d6ecf1320d8b0797fa63772,strict_inductive,feature_mlp;gcn;graphsage,cheapest_feasible_expert,5,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,DIAGNOSTIC,L4-H5
run-d2fe87bb55aa5d075358759a,elliptic,scenario-c51365541cd41cf288508464,strict_inductive,feature_mlp;gcn;graphsage,coregraph,6,declared_by_scenario,all_experts_available,hierarchical,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1;L4-H2;L4-H3;L4-H4;L4-H6
run-f7261d3dcc3e299c107fea56,elliptic,scenario-c51365541cd41cf288508464,strict_inductive,feature_mlp;gcn;graphsage,uniform_average,6,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-458675c366a31a0278d4552b,elliptic,scenario-c51365541cd41cf288508464,strict_inductive,feature_mlp;gcn;graphsage,best_fixed_expert,6,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-fe9a1b214e37903c6c6b89e7,elliptic,scenario-c51365541cd41cf288508464,strict_inductive,feature_mlp;gcn;graphsage,source_logistic_gate,6,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H2
run-8823eadc300f2c6782f3ff6c,elliptic,scenario-c51365541cd41cf288508464,strict_inductive,feature_mlp;gcn;graphsage,source_mlp_gate,6,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H2
run-6e26505df28d8f61766434aa,elliptic,scenario-c51365541cd41cf288508464,strict_inductive,feature_mlp;gcn;graphsage,contract_router,6,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-06a368653694842497d4c188,elliptic,scenario-c51365541cd41cf288508464,strict_inductive,feature_mlp;gcn;graphsage,instance_router,6,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-b59d8be38b867a244a1b954e,elliptic,scenario-c51365541cd41cf288508464,strict_inductive,feature_mlp;gcn;graphsage,resource_aware_heuristic,6,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,STRONG_RECOMMENDED,L4-H5
run-31e85dd87f348c0a5ac031ee,elliptic,scenario-c51365541cd41cf288508464,strict_inductive,feature_mlp;gcn;graphsage,cheapest_feasible_expert,6,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,DIAGNOSTIC,L4-H5
run-f9db0cead7adb951ae0f71b9,elliptic,scenario-b3d034413de438245eea70c5,strict_inductive,feature_mlp;gcn;graphsage,coregraph,7,declared_by_scenario,all_experts_available,hierarchical,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1;L4-H2;L4-H3;L4-H4;L4-H6
