dataset,protocol_id,expert_prediction_seed,fold,expert_id,contract_role,status,reason_codes,candidate_count,unique_candidate_checksums,original_path,original_checksum,contract_coordinate_hash,contract_id
elliptic,strict_inductive,5,fold0,gcn,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,5,3,,,,
elliptic,strict_inductive,5,fold0,gcn,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,5,3,,,,
elliptic,strict_inductive,5,fold0,graphsage,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,6,4,,,,
elliptic,strict_inductive,5,fold0,graphsage,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,6,4,,,,
elliptic,strict_inductive,6,fold0,feature_mlp,source,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,2,1,,,,
elliptic,strict_inductive,6,fold0,feature_mlp,target,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,2,1,,,,
elliptic,strict_inductive,6,fold0,gcn,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,6,fold0,gcn,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,6,fold0,graphsage,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,6,fold0,graphsage,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,7,fold0,feature_mlp,source,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,2,1,,,,
elliptic,strict_inductive,7,fold0,feature_mlp,target,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,2,1,,,,
elliptic,strict_inductive,7,fold0,gcn,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,7,fold0,gcn,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,7,fold0,graphsage,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,7,fold0,graphsage,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,8,fold0,feature_mlp,source,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,2,1,,,,
elliptic,strict_inductive,8,fold0,feature_mlp,target,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,2,1,,,,
elliptic,strict_inductive,8,fold0,gcn,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,8,fold0,gcn,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,8,fold0,graphsage,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,8,fold0,graphsage,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,9,fold0,feature_mlp,source,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,2,1,,,,
elliptic,strict_inductive,9,fold0,feature_mlp,target,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,2,1,,,,
elliptic,strict_inductive,9,fold0,gcn,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,9,fold0,gcn,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,9,fold0,graphsage,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,9,fold0,graphsage,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,10,fold0,feature_mlp,source,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,2,1,,,,
elliptic,strict_inductive,10,fold0,feature_mlp,target,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,2,1,,,,
elliptic,strict_inductive,10,fold0,gcn,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,10,fold0,gcn,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,10,fold0,graphsage,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,strict_inductive,10,fold0,graphsage,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,isolated_inductive,1,fold0,feature_mlp,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,4,4,,,,
elliptic,isolated_inductive,1,fold0,feature_mlp,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,4,4,,,,
elliptic,isolated_inductive,1,fold0,gcn,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,3,,,,
elliptic,isolated_inductive,1,fold0,gcn,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,3,,,,
elliptic,isolated_inductive,1,fold0,graphsage,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,4,4,,,,
elliptic,isolated_inductive,1,fold0,graphsage,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,4,4,,,,
elliptic,isolated_inductive,2,fold0,feature_mlp,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,4,4,,,,
elliptic,isolated_inductive,2,fold0,feature_mlp,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,4,4,,,,
elliptic,isolated_inductive,2,fold0,gcn,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,3,,,,
elliptic,isolated_inductive,2,fold0,gcn,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,3,,,,
elliptic,isolated_inductive,2,fold0,graphsage,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,4,4,,,,
elliptic,isolated_inductive,2,fold0,graphsage,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,4,4,,,,
elliptic,isolated_inductive,3,fold0,feature_mlp,source,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,1,1,,,,
elliptic,isolated_inductive,3,fold0,feature_mlp,target,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,1,1,,,,
elliptic,isolated_inductive,3,fold0,gcn,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,3,fold0,gcn,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,3,fold0,graphsage,source,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,1,1,,,,
elliptic,isolated_inductive,3,fold0,graphsage,target,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,1,1,,,,
elliptic,isolated_inductive,4,fold0,feature_mlp,source,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,1,1,,,,
elliptic,isolated_inductive,4,fold0,feature_mlp,target,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,1,1,,,,
elliptic,isolated_inductive,4,fold0,gcn,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,4,fold0,gcn,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,4,fold0,graphsage,source,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,1,1,,,,
elliptic,isolated_inductive,4,fold0,graphsage,target,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,1,1,,,,
elliptic,isolated_inductive,5,fold0,feature_mlp,source,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,1,1,,,,
elliptic,isolated_inductive,5,fold0,feature_mlp,target,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,1,1,,,,
elliptic,isolated_inductive,5,fold0,gcn,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,5,fold0,gcn,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,5,fold0,graphsage,source,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,1,1,,,,
elliptic,isolated_inductive,5,fold0,graphsage,target,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED;VALIDATION_EVIDENCE_MISSING,1,1,,,,
elliptic,isolated_inductive,6,fold0,feature_mlp,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,6,fold0,feature_mlp,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,6,fold0,gcn,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,6,fold0,gcn,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,6,fold0,graphsage,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,6,fold0,graphsage,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,7,fold0,feature_mlp,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,7,fold0,feature_mlp,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,7,fold0,gcn,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,7,fold0,gcn,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,7,fold0,graphsage,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,7,fold0,graphsage,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,8,fold0,feature_mlp,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,8,fold0,feature_mlp,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,8,fold0,gcn,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,8,fold0,gcn,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,8,fold0,graphsage,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,8,fold0,graphsage,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,9,fold0,feature_mlp,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,9,fold0,feature_mlp,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,9,fold0,gcn,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,9,fold0,gcn,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,9,fold0,graphsage,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,9,fold0,graphsage,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,10,fold0,feature_mlp,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,10,fold0,feature_mlp,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,10,fold0,gcn,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,10,fold0,gcn,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,10,fold0,graphsage,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,isolated_inductive,10,fold0,graphsage,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,transductive_structure,1,fold0,feature_mlp,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,transductive_structure,1,fold0,feature_mlp,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,transductive_structure,1,fold0,gcn,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,1,fold0,gcn,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,1,fold0,graphsage,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,1,fold0,graphsage,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,2,fold0,feature_mlp,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,transductive_structure,2,fold0,feature_mlp,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,transductive_structure,2,fold0,gcn,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,2,fold0,gcn,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,2,fold0,graphsage,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,2,fold0,graphsage,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,3,fold0,feature_mlp,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,transductive_structure,3,fold0,feature_mlp,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,transductive_structure,3,fold0,gcn,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,3,fold0,gcn,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,3,fold0,graphsage,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,3,fold0,graphsage,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,4,fold0,feature_mlp,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,transductive_structure,4,fold0,feature_mlp,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,transductive_structure,4,fold0,gcn,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,4,fold0,gcn,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,4,fold0,graphsage,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,4,fold0,graphsage,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,5,fold0,feature_mlp,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,transductive_structure,5,fold0,feature_mlp,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,transductive_structure,5,fold0,gcn,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,5,fold0,gcn,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,5,fold0,graphsage,source,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,5,fold0,graphsage,target,BLOCKED_AMBIGUOUS_HISTORICAL_CANDIDATES,AMBIGUOUS_HISTORICAL_CANDIDATES,3,2,,,,
elliptic,transductive_structure,6,fold0,feature_mlp,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,transductive_structure,6,fold0,feature_mlp,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,transductive_structure,6,fold0,gcn,source,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED,1,1,,,,
elliptic,transductive_structure,6,fold0,gcn,target,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED,1,1,,,,
elliptic,transductive_structure,6,fold0,graphsage,source,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED,1,1,,,,
elliptic,transductive_structure,6,fold0,graphsage,target,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED,1,1,,,,
elliptic,transductive_structure,7,fold0,feature_mlp,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,transductive_structure,7,fold0,feature_mlp,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,transductive_structure,7,fold0,gcn,source,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED,1,1,,,,
elliptic,transductive_structure,7,fold0,gcn,target,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED,1,1,,,,
elliptic,transductive_structure,7,fold0,graphsage,source,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED,1,1,,,,
elliptic,transductive_structure,7,fold0,graphsage,target,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED,1,1,,,,
elliptic,transductive_structure,8,fold0,feature_mlp,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,transductive_structure,8,fold0,feature_mlp,target,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
elliptic,transductive_structure,8,fold0,gcn,source,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED,1,1,,,,
elliptic,transductive_structure,8,fold0,gcn,target,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED,1,1,,,,
elliptic,transductive_structure,8,fold0,graphsage,source,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED,1,1,,,,
elliptic,transductive_structure,8,fold0,graphsage,target,BLOCKED_METADATA_UNRESOLVED,BLOCKED_METADATA_UNRESOLVED,1,1,,,,
elliptic,transductive_structure,9,fold0,feature_mlp,source,MISSING_ARTIFACT,MISSING_ARTIFACT,0,0,,,,
