dataset,task,protocol,expert,seed,fold,base_coordinate_id,base_artifact_hash,role,archive,archive_expected_sha256,member,member_sha256,size_bytes,row_count,label_known_count,semantic_identity_sha256,row_scope,status
dgraphfin,node_classification,isolated_inductive,gcn,6,fold0,aed699b1f7d0e7e9874f4e544f7ba761a7a284603b90a36971f7fe82a85b51b6,0075507afeefb5e5d3aa471e017d559638aa6a8cd1f07e33a2a32bcb755ced24,ROLE_NEUTRAL,dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__gcn__seed6.csv,9ae84c12e75efa7d3b1f9663984ce4f8c3c6aa2c3e26dfc6bfb0e43847a5906a,187109067,1225601,1225601,7a130744740bcf16354cb1219874c45104cd1f03e052d2d371d9e78037399316,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,isolated_inductive,gcn,7,fold0,f4af531a3cdcb55845ddfcbbbce27a446b485cf066a519a68818aeea855e1f73,1d3d40088e1ce1fb1e9445c1fee4da5e225a073472efcb1b49d1f9933632e7ab,ROLE_NEUTRAL,dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__gcn__seed7.csv,b5093cf5b19ec203dbcdca54c22e154e3778ef79cdef32ddb5729a980bdc879d,187101844,1225601,1225601,7ec1d6093c5fa04828f1f9f5271fcf4f8ab0525fdc54573f15afd31ae8eaa071,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,isolated_inductive,gcn,8,fold0,3ecb4e958d00d12b906f01bb09e5cd44c298d5c3d2bb1807a49351807d0e89cd,3991c7b56fec6176ebe439bdd8593b50fafa69ccc227dd0303738c77876074d2,ROLE_NEUTRAL,dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__gcn__seed8.csv,0e272128380d319b145ec1cc4f5829af7375d51018fbe665fd301b2902de8092,187095833,1225601,1225601,026c8a53d962fafc8bebcd4242215aa434d76d8b95e946b4dff0c4a1f5cea3cb,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,isolated_inductive,gcn,9,fold0,615d2a4d01e42f4ce5e5a0660d27307e07b4d80e9556af938061ff8fe9c4a229,a47da5aae8e67c7b04f6be3b2870939f9b1b23b773a3a4f6703d9bbdf85a33c5,ROLE_NEUTRAL,dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__gcn__seed9.csv,80443ffdc7f83e1799e2442757becc4c4f5cc4a6b33dee0e358404e61e3d824a,187109338,1225601,1225601,3ec4c5de2a7600f91a61cef95476e1c49e9a7b5792aca0df2c2155dec902d58e,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,isolated_inductive,gcn,10,fold0,1d18d6bf35a711daec15ebbd2f1ce46084dcbfa7944e3cfc6591de7cd47a9953,34c70876d36afda4c798352ecf11919ff81ceda96bd219d3acd3c1db264199d1,ROLE_NEUTRAL,dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__gcn__seed10.csv,9ad11028a556a5da23e18cab71131232407eaca854908fba1711f9f806e83ae2,189539956,1225601,1225601,9fc30c1daee333459a2f121034ffd755ccf374265a42e050b930c70b88f3b25b,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,isolated_inductive,graphsage,1,fold0,6a8bc9782a178c909220d3cf02e60757657f856c4a2166a69731673bb6e8a0ce,fc40946e012be181aa2875ab925052065fb91fbddf737ba4494f0b4f233df236,ROLE_NEUTRAL,dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__sage__seed1.csv,2f3a41894840c07c80c87601e9535fe9fe4100a7ac0f0f9ab1b25420d44183b0,189560090,1225601,1225601,bb4a2799af0ea95974b1d655cf3fc5b2b1139a6a52404506fcb5770317c64d3f,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,isolated_inductive,graphsage,2,fold0,21a0163a1e8f2eba52e8c47ccbecba3fa7b711d7cbbde753d19611640272e084,0967a0f01bb5f9f12c0896ddfe8e67675edabbc8d06680b4d6d96920b26659a6,ROLE_NEUTRAL,dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__sage__seed2.csv,8f7bd1176f2915a3826aad5739b9cb8863fcb9fdb5fa95d97d6f0647cf42c581,189559687,1225601,1225601,b2b094117860711f7a4173be83d5313ea9312e548096b4cf2a8b75fd808ae9dc,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,isolated_inductive,graphsage,3,fold0,f08aa7610ee53a179bb35372f7755e1549b526fc43d10aa42b91af1ef05eb4ad,4320637fa39a315547f46b2305d3a3d8e2cca3304cee1f350f3ee3b0effd75cf,ROLE_NEUTRAL,dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__sage__seed3.csv,59563c3c90397b7bbf5db2f795280527af29ff09c436ca85657bf3b8da5d5afe,189540332,1225601,1225601,6b6fc87c698d7c12b276ebd487a1f0f02a8e964fb70b26884fe261866ada0d1b,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,isolated_inductive,graphsage,4,fold0,a157b4e0f482082757c616e9dc68ceb2f85215119f08bc4262068b2b148837c5,4b5151ffca2d3498badf4da09948d59f3e26892699b4d21c3a7918073d19c5c5,ROLE_NEUTRAL,dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__sage__seed4.csv,b5b3acd8d3dbb0d02d1632a48a225a5ca9ca6dc0eda34d2be6a481cf4811ed4a,189558495,1225601,1225601,61bbc3e67dd8aeb7b04ffc3b4e478116086b329baae8f4bd6f01f293426a7951,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,isolated_inductive,graphsage,5,fold0,afdd0347a45a56dcaa1c425f1244c8c96e34f54f8ad674e8195ee65d72ec7c70,6930b7d45e25b103560f4363290b1934e1c3bbf41e08fe460e8203a42f2a2f70,ROLE_NEUTRAL,dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__sage__seed5.csv,2fa0a17b1ff00243a211e474c9c311747e9fddb6994a4799b63c1e7d08018711,189547709,1225601,1225601,97b1f17dd85983ed1d244e0322f9a2aa8baeab19cfbb8cd74b20b36c0e4ceb8a,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,isolated_inductive,graphsage,6,fold0,cb63f14600172f331dfb1b1fc1d5eada0d13c00b4474d4d115500cfa3d5c4fae,e9cf1453f5b6535f3cc321260509e3aa4929ea72b60cfd6f5fe29adf4aeaca2a,ROLE_NEUTRAL,dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__sage__seed6.csv,fc0d388d9f730d5c2c90a165d08d7c3d0563d7c3ab6c52b27584fddb379bb280,189545279,1225601,1225601,7a130744740bcf16354cb1219874c45104cd1f03e052d2d371d9e78037399316,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,isolated_inductive,graphsage,7,fold0,c4780dbea74455d7463dde6dce6b1a39bcf2eae5fe736a492fc570abb1657b05,3af292551eff36cdede4dfa2cbc456bd108159d055a454493f2940db07dbcf4e,ROLE_NEUTRAL,dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__sage__seed7.csv,114f97e5c473dc3f2205c0e053e29bef8a15db37c8a39a17e3230df7f6b796c0,189546311,1225601,1225601,7ec1d6093c5fa04828f1f9f5271fcf4f8ab0525fdc54573f15afd31ae8eaa071,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,isolated_inductive,graphsage,8,fold0,78c61514ab922baeb77b705937fd789c50bc8e7878871b3bcfb555d0c4d1ba8e,398c454f42c063290d329abea7602d81cb08a4e17df8bb4b872ea832c277d2b6,ROLE_NEUTRAL,dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__sage__seed8.csv,6947f52b78eb290e298554d04929e79d7c797750f1f2c85bb5a4e19a4aeb292e,189560152,1225601,1225601,026c8a53d962fafc8bebcd4242215aa434d76d8b95e946b4dff0c4a1f5cea3cb,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,isolated_inductive,graphsage,9,fold0,29307ef756a1467dacd386c2b88b936aea3c5186b2af4de3c96975a2fcc5ed9d,4da06ec81fa9ab512b6d93620466c17efaa7d31b5626bde225b1eb2722024960,ROLE_NEUTRAL,dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__sage__seed9.csv,e2dfc4719438cee6bdf95bb007132ec37b59183371491e7744c836de26bfa4df,189560419,1225601,1225601,3ec4c5de2a7600f91a61cef95476e1c49e9a7b5792aca0df2c2155dec902d58e,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,isolated_inductive,graphsage,10,fold0,88fa06d425fc7c18ed1b96a6c89a5c2bea42bec44c7d90f6f6889ccf26cf36de,6e769299958e16c728d7b360d7ac6af2d24026492824111fb4eeb0b67a014928,ROLE_NEUTRAL,dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__sage__seed10.csv,2c5405749997e36bbe365f4a32e56f75f39c4a3e36e4abe1e50e5b0fdc3029c1,191999926,1225601,1225601,9fc30c1daee333459a2f121034ffd755ccf374265a42e050b930c70b88f3b25b,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,feature_mlp,1,fold0,52685c12e4917f7a80b31307cafaa6e3ad42bc7953f4f322d6cd0517eac808ff,49a6ba195ab2ea74a0b7331962baead731738f1b86d24c72c0e130394124c58c,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__mlp__seed1.csv,ef5960ebcc4ee41bddb1d94b294b78dd2671a2d0835e08e560629eb684e53eea,182246332,1225601,1225601,e667d0cc86765f84bfbc125a9cb06afb6fdcc740fcb185464d1c3f894c931374,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,feature_mlp,2,fold0,3f8626ebf4031fe19be3063461490c3e227395b6372777b7053468d5f9b04edb,e14369ed1aa2beaab9ab5e2c066ff699e1abd2fc8e6414f39600b37f4630b936,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__mlp__seed2.csv,74fb2a0406a6dbe79fa4291ec9508735e57a5d52742bbf47f1dff00de5da6e50,182247514,1225601,1225601,0de12ba58b4ac967e4f3f62fd29829c2f30421d9da48f1a697c2fe5479d9e1f8,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,feature_mlp,3,fold0,7b4d450599ad9dc6734c6f1c1f1f5234d942db04fc4c2292420760ef83d76f9a,0da364d2b52af5cbf3fdc7b611b7309c0d1c8ba4acfd326b6551ac1b6a638cf9,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__mlp__seed3.csv,ef08820b5ab2428b31f992fe4eb53d26cae84d0114bfea3a2b02093b4566e624,182221501,1225601,1225601,b1e1c8a3af6570d86c302e2e60776745cb471e02e50149833652a6ea58e25368,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,feature_mlp,4,fold0,13dd60fdcac4eb5d35fb765cb01e25e7fe279c289a7d6e9a52f5f7f0ad7990c2,115906a9b372741b91230fa96d9ed7ffe40115d8e0607cab73a61a1427c1435b,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__mlp__seed4.csv,2d55fd4954992bd70dd888aeee68ff4584ec0820652236b54e0bbe6ce98737f9,182152219,1225601,1225601,fc1538a0f6e566acdc7f38b14cba1f10309e0564305af732ab22f06a4ed91232,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,feature_mlp,5,fold0,00a4ba89d4ee6f091cea901da90be475c7e8388c9cdca300ea3f81eaeb572071,bd4712de071adc1cf509e41a407a0e6a5434a63090ed95d3c707c201d8c8e005,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__mlp__seed5.csv,3e22aaf00da450870b7784dd75ee172f62aadd43eda186e5956c363fe2b3cbec,182169985,1225601,1225601,be2355a6145175dd3a7d0a6352e5050dcc0079623e36ba3e20ea1aa9aa08ccd3,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
